Credit_History_Score,TotalIncome_Log,LoanAmount_Risk,Debt_Burden,Dependents_Num,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_Status
-2.5156228272448207,0.08362172939550631,0.14932133893236316,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,0.46345388494020545,-0.17120213746438825,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,1.2779463581970378,1.6925825215833885,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-0.41184123309227316,-0.6104380125266031,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.3975158712863277,-0.8685568793514788,-0.5510818131938714,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.9808870118421866,0.08996513959963143,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.3975158712863277,-0.45631555863083245,-0.14745965773129555,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,0.5018382592905202,0.3273899369305584,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,1.0412271395476167,2.1674321162452426,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.03974217924572476,-0.040618498932378407,2.3695068287931202,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-2.5156228272448207,0.5370967265327319,-0.1830733773309346,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-2.5156228272448207,0.36731355291680395,0.38674613626329013,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-1.5726965873260004,-0.9547039686564472,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-1.239929011487075,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.7792590066810893,-0.43236941452840794,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.9097352788588031,-0.6104380125266031,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,0.1771454289801072,0.4579735754625682,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,0.019871277113997745,-0.17120213746438825,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,-0.632039707090958,-0.37301321519567615,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-2.5156228272448207,-0.5313765678119866,-0.24242957666366632,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,0.039935384635153344,-0.0881034583985638,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.3183498351836886,-0.9547039686564472,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.6968365815982627,-0.44424065439495425,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3975158712863277,-0.08255164086729662,0.12557885919927048,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.6466889467341695,-0.30178577599639805,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.3185156548148479,-0.4086269347953152,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,-0.026645294262389586,-0.3255282557294908,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-1.1794302667266627,-0.4086269347953152,-0.10821651286101834,2.247792916153287,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.7173630700815629,1.0515355687898857,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.06766296615468462,-0.23055833679711998,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.9724840494420297,-0.30178577599639805,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.3975158712863277,1.0390867060376652,1.3127028458539054,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,0.6449731571435668,1.573870122917925,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,-0.9283364924995156,-0.8003778503913447,-0.1260585070871572,1.248999864722279,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,1.675828879479279,0.44610233559602186,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.9081847489202883,1.4195440046528225,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.3975158712863277,-0.05778240512355581,-0.26617205639675906,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,0.24731816363924614,0.16119257879890952,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,1.7276395303204326,1.1227630079891637,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,0.5647793240026487,0.43423109572947555,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.3975158712863277,0.670656285493343,0.9803081295906075,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.45631555863083245,-0.7528928909251593,-0.1260585070871572,-0.7485862381397372,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.8135818748054925,-0.44424065439495425,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.9778108929388749,-0.9665752085229936,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,0.10033493333762387,-0.23055833679711998,0.05883817378878054,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,-0.11967171207108208,-0.19494461719748093,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.015854649910894837,-0.040618498932378407,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-2.5156228272448207,-0.632039707090958,-0.5866955327935105,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-0.8421027941496962,-0.3255282557294908,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.4708419785172882,-0.3848844550622225,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,-0.29590478774190604,-0.8953477693237155,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-0.9314550392898361,-0.42049817466186157,-0.1260585070871572,0.25020681329127087,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.2658777281812203,-0.2068158570640273,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,-0.4854838668517868,-0.37301321519567615,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-0.8391317915741541,-0.6104380125266031,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.8620328906307317,-0.6816654517258812,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.4527017829153374,-0.3848844550622225,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.8425984274629257,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.07110336786038003,-1.0378026477222717,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-1.0843221188163328,0.23242001799818762,0.40667402551484133,1.248999864722279,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,0.5089917486596656,-0.23055833679711998,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-1.7973157298087579,-0.9665752085229936,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.022511992179853158,-0.1830733773309346,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.3975158712863277,2.0117111556791896,2.998418906903487,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.3975158712863277,-1.6648546275585494,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.15721351512503742,-0.2068158570640273,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.13344955047313212,-0.37301321519567615,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.5558192118519356,-0.23055833679711998,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-2.5156228272448207,0.05765607686075425,0.20867753826509491,0.519587320900654,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.3975158712863277,-0.25006108821903705,-0.040618498932378407,-0.1260585070871572,-0.7485862381397372,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,-0.38845017340696525,-0.6223092523931495,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,-0.9066532571735217,-0.6223092523931495,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.36087696380578277,-0.1118459381316565,-0.1260585070871572,-0.7485862381397372,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
0.3975158712863277,0.039935384635153344,0.6835271329269489,0.40692872391345,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3975158712863277,0.7135335028030172,0.41048861599638287,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-1.1417284847754203,-0.5629530530604178,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-1.2885372627942955,-0.7528928909251593,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.3962142363136634,-0.1118459381316565,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.3975158712863277,0.92535011519429,-0.42049817466186157,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.013324834993067504,-0.1118459381316565,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.29069373540384097,0.6241709335942172,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.18737574887571684,-0.0881034583985638,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,2.279014318959558,3.948118096227195,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.7854958339878669,-0.44424065439495425,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.8209157446028825,-0.14745965773129555,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.9010162425718766,-0.8003778503913447,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,1.9246363855203588,-0.44424065439495425,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-1.186586071896184,1.2770891262542663,1.506512644300611,2.247792916153287,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.19867652786355042,0.6835271329269489,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-1.2528901791021143,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.6403252189432938,1.2533466465211736,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-2.5156228272448207,-0.5737237477023719,-0.1355884178647492,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-2.5156228272448207,-0.10101817344831429,0.6360421734607634,-0.1203236413237613,-0.7485862381397372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.3975158712863277,0.5856711699364245,1.2177329269215345,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-1.2288915678252597,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-2.5156228272448207,1.0559640979437774,0.4698448153291146,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3975158712863277,1.675828879479279,3.425783542099156,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.02080213935776549,0.14932133893236316,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.5645484219406085,0.754754572126227,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,0.375775557012216,-0.3255282557294908,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-0.02791894769083954,0.12557885919927048,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-2.5156228272448207,4.8341449557582665,2.5235693122416327,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,-0.5524284677789678,0.07809389973308507,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-1.0967989110827063,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.41931075624047415,-0.2068158570640273,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.3975158712863277,-0.09770697141070266,-0.4561118942615006,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-2.5156228272448207,-0.4083135820986729,-0.016876019199285712,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3975158712863277,0.4220085097785282,0.4698448153291146,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.3975158712863277,-1.1376512820412141,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,1.0501189370682638,-0.3255282557294908,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3975158712863277,-0.259427928495999,-0.6816654517258812,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,0.7697443634670403,-0.44424065439495425,-0.1260585070871572,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3975158712863277,0.4612570794353343,0.04248018013344603,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,4.381045542911093,4.066830494892659,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-1.6478915665568514,-0.8597340497240765,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.2120065891140515,-0.23055833679711998,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.18301978194627694,-0.1355884178647492,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-1.6517331137208533,-0.23055833679711998,0.48363262570192855,0.25020681329127087,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.3975158712863277,-0.7455640042811331,-0.467983134128047,-0.1260585070871572,1.248999864722279,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,1.5009222180067503,-1.0378026477222717,-0.1260585070871572,0.25020681329127087,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.632039707090958,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.5771539557653476,-0.7528928909251593,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,0.039935384635153344,0.10183637946617777,-0.1260585070871572,-0.7485862381397372,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3975158712863277,-0.20182674143694143,-0.09997469826511016,-0.1260585070871572,-0.7485862381397372,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,0.19444685620600702,0.8141107714589587,-0.1260585070871572,-0.7485862381397372,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.3975158712863277,-1.5726965873260004,-1.0378026477222717,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.3975158712863277,-0.3342467163240324,-0.1355884178647492,-0.1260585070871572,-0.7485862381397372,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-2.5156228272448207,3.534424559904791,5.372666880212757,-0.1260585070871572,2.247792916153287,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
